count,timestamp_ms,aoa_valid,pfd_raw,p45_raw,pfwd_filt,p45_filt,coeff,aoa_raw,aoa_filt
0,0,true,8080,8192,240,277,0.866426,0.13357401,0.53578335
1,24,true,8128,8216,264,289,0.9134948,0.08650519,0.522604
2,55,true,8136,8200,272,287.66666,0.9455389,0.054461148,0.5139964
3,71,true,8144,8192,278,287,0.9686411,0.031358887,0.5079646
4,87,true,8032,8224,280,286.6,0.9769714,0.023028633,0.50582427
5,119,true,8096,8200,281.33334,286.33334,0.9825378,0.017462164,0.504404
6,135,true,8088,8176,277.7143,286.14285,0.9705442,0.029455772,0.507474
7,150,true,8112,8224,275,286,0.96153843,0.03846154,0.50980395
8,166,true,8064,8224,272,288.55554,0.9426262,0.057373848,0.5147671
9,182,true,8112,8200,270.4,288.2,0.93823725,0.061762724,0.51593274
10,198,true,8112,8184,270.54544,287.9091,0.93969053,0.06030948,0.51554614
11,214,true,8072,8200,270.66666,287.66666,0.94090384,0.05909618,0.51522386
12,230,true,8144,8200,270.76923,287.46155,0.94193196,0.058068015,0.5149511
13,246,true,8104,8200,270.85715,287.2857,0.9428146,0.057185438,0.51471716
14,262,true,8112,8200,270.93332,287.13333,0.94358015,0.056419823,0.5145144
15,278,true,8088,8208,272.53333,287.66666,0.9473928,0.05260718,0.5135071
16,294,true,8104,8200,270.93332,286.6,0.94533604,0.054663945,0.51405
17,310,true,8128,8200,269.33334,286.6,0.9397535,0.060246553,0.51552945
18,326,true,8112,8224,267.73334,286.6,0.9341707,0.06582927,0.5170174
19,342,true,8152,8200,266.66666,286.6,0.9304489,0.06955111,0.51801425
20,357,true,8088,8168,265.6,286.6,0.9267272,0.073272854,0.51901484
21,373,true,8120,8224,267.2,286.6,0.93230987,0.067690134,0.5175153
22,389,true,8104,8224,268.26666,288.2,0.930835,0.069164984,0.51791066
23,405,true,8152,8184,270.4,286.6,0.9434752,0.056524813,0.5145422
24,421,true,8088,8208,270.93332,287.13333,0.94358015,0.056419823,0.5145144
25,437,true,8088,8184,270.4,287.66666,0.9399768,0.060023163,0.5154701
26,453,true,8064,8224,268.8,288.2,0.93268555,0.067314446,0.51741475
27,469,true,8112,8208,267.2,288.73334,0.9254214,0.07457859,0.5193668
28,484,true,8080,8200,265.6,289.26666,0.9181839,0.081816055,0.5213264
29,500,true,8064,8200,263.46667,289.26666,0.910809,0.08919102,0.52333856
30,532,true,8152,8160,261.86667,289.26666,0.9052777,0.09472226,0.5248579
31,563,true,8112,8184,262.4,289.26666,0.9071214,0.09287855,0.52435046
32,579,true,8096,8216,261.86667,289.26666,0.9052777,0.09472226,0.5248579
33,595,true,8112,8200,261.86667,289.26666,0.9052777,0.09472226,0.5248579
