count,timestamp_ms,aoa_valid,pfd_raw,p45_raw,pfwd_filt,p45_filt,coeff,aoa_raw,aoa_filt
0,0,true,8175,8146,335,231,1.4502164,-0.45021644,0.40812722
1,25,true,8140,8164,335,240,1.3958334,-0.39583334,0.4173913
2,42,true,8129,8140,323.33334,237,1.3642757,-0.36427572,0.4229625
3,58,true,8140,8146,317.5,235.5,1.3481953,-0.3481953,0.42585894
4,74,true,8111,8134,314,234.6,1.3384484,-0.33844838,0.427634
5,89,true,8163,8134,311.66666,233,1.3376251,-0.33762515,0.42778462
6,105,true,8140,8146,310,231.85715,1.3370302,-0.33703017,0.42789346
7,121,true,8158,8129,308.75,230.25,1.3409338,-0.34093377,0.42717996
8,137,true,8169,8134,309.77777,229,1.3527414,-0.35274136,0.4250361
9,152,true,8163,8123,311.1,228,1.3644737,-0.3644737,0.4229271
10,184,true,8140,8164,311.72726,227.18182,1.3721488,-0.37214878,0.42155874
11,215,true,8140,8129,312.25,226.08333,1.381128,-0.38112792,0.41996905
12,247,true,8123,8152,311.30768,225.53847,1.3802863,-0.3802864,0.42011753
13,279,true,8192,8146,310.5,225.92857,1.3743281,-0.37432817,0.42117175
14,295,true,8100,8117,309.8,226.26666,1.3691809,-0.3691809,0.4220868
15,311,true,8123,8129,306.33334,225.13333,1.3606752,-0.36067522,0.42360762
16,327,true,8123,8152,302.86667,223.93333,1.3524859,-0.35248587,0.42508227
17,342,true,8123,8146,301.73334,223.93333,1.3474249,-0.34742483,0.42599872
18,358,true,8169,8146,300.6,223.93333,1.3423638,-0.34236383,0.42691916
19,374,true,8186,8146,299.46667,223.93333,1.3373028,-0.3373028,0.42784357
20,390,true,8198,8164,301.4,224.33333,1.3435364,-0.3435364,0.42670554
21,406,true,8158,8140,303.33334,224.73334,1.3497479,-0.34974787,0.4255776
22,421,true,8152,8123,305.26666,225.53334,1.3535323,-0.3535323,0.42489326
23,437,true,8140,8123,305.26666,225.93333,1.351136,-0.351136,0.4253263
24,453,true,8146,8140,304.53333,226.33333,1.3455081,-0.3455081,0.42634687
25,469,true,8129,8140,303.73334,226.73334,1.339606,-0.339606,0.4274224
26,485,true,8146,8146,302.93332,227.46666,1.3317702,-0.3317702,0.42885873
27,501,true,8152,8152,303.33334,227.86667,1.3311878,-0.33118787,0.42896587
28,517,true,8129,8146,303.73334,227.86667,1.3329432,-0.33294326,0.4286431
29,549,true,8146,8129,304.13333,227.86667,1.3346987,-0.33469865,0.4283208
30,580,true,8135,8140,305.66666,229,1.3347889,-0.3347889,0.42830428
31,613,true,8175,8134,307.2,228.6,1.343832,-0.34383205,0.42665172
32,645,true,8140,8134,308.33334,227.8,1.3535265,-0.3535265,0.42489427
33,676,true,8135,8134,309.46667,227,1.3632894,-0.36328933,0.42313907
34,692,true,8175,8140,310.6,226.2,1.3731211,-0.37312117,0.421386
35,707,true,8152,8146,309.46667,225.4,1.3729666,-0.37296665,0.4214134
36,723,true,8100,8134,307.53333,224.6,1.369249,-0.36924896,0.4220747
37,739,true,8158,8158,306.4,224.2,1.3666369,-0.36663693,0.42254055
38,755,true,8169,8134,306.4,224.2,1.3666369,-0.36663693,0.42254055
39,770,true,8146,8129,306.4,223.8,1.3690795,-0.3690795,0.42210487
40,786,true,8135,8105,306.4,223.4,1.3715309,-0.3715309,0.42166856
41,802,true,8111,8134,306.4,223,1.373991,-0.373991,0.42123157
42,833,true,8140,8105,306,222.26666,1.3767247,-0.3767247,0.4207471
