count,timestamp_ms,aoa_valid,pfd_raw,p45_raw,pfwd_filt,p45_filt,coeff,aoa_raw,aoa_filt
0,0,true,8030,8117,190,202,0.9405941,0.05940594,0.5153061
1,21,true,8054,8087,202,202,1,0,0.5
2,36,true,8048,8099,204,196,1.0408163,-0.040816326,0.49
3,52,true,8030,8087,205,193,1.0621761,-0.062176164,0.4849246
4,84,true,8048,8105,205.6,191.2,1.0753138,-0.07531386,0.48185486
5,116,true,8065,8123,206,190,1.0842105,-0.08421053,0.479798
6,148,true,8030,8111,206.28572,190,1.0857143,-0.08571432,0.47945207
7,179,true,8054,8105,206.5,190,1.0868421,-0.086842105,0.47919294
8,211,true,8023,8081,206.66667,190,1.0877193,-0.08771933,0.47899157
9,242,true,8037,8111,205.7,190.6,1.0792235,-0.079223454,0.4809488
10,274,true,8042,8129,204.90909,191.09091,1.072312,-0.07231206,0.4825528
11,306,true,8060,8111,204.66667,191.5,1.0687555,-0.06875546,0.4833824
12,338,true,8054,8099,204.46153,191.84616,1.0657578,-0.06575775,0.4840839
13,370,true,8037,8117,204.28572,192.14285,1.0631971,-0.063197084,0.48468465
14,386,true,8054,8099,204.93333,192.4,1.0651422,-0.0651421,0.4842282
15,418,true,8042,8099,206.53334,191.2,1.0801953,-0.080195315,0.4807241
16,450,true,8042,8099,205.73334,190,1.0828071,-0.08280704,0.48012128
17,481,true,8054,8105,205.33333,190,1.0807017,-0.08070173,0.48060712
18,513,true,8048,8099,205.33333,190,1.0807017,-0.08070173,0.48060712
19,529,true,8048,8099,205.33333,190,1.0807017,-0.08070173,0.48060712
20,545,true,8042,8105,205.33333,190,1.0807017,-0.08070173,0.48060712
21,561,true,8042,8117,205.33333,190,1.0807017,-0.08070173,0.48060712
22,593,true,8048,8087,205.33333,189.6,1.0829817,-0.08298165,0.48008102
23,625,true,8030,8105,204.93333,189.6,1.0808719,-0.080871984,0.48056778
24,657,true,8054,8111,205.26666,189.2,1.084919,-0.08491895,0.47963494
25,688,true,8071,8099,206,188.8,1.0911016,-0.091101676,0.47821683
26,704,true,8042,8111,206.4,188.4,1.0955414,-0.0955414,0.47720364
27,736,true,8042,8099,206.4,188,1.0978723,-0.09787231,0.47667342
28,767,true,8042,8111,206.4,188,1.0978723,-0.09787231,0.47667342
29,799,true,8054,8099,205.6,187.2,1.0982907,-0.09829065,0.4765784
30,832,true,8054,8105,204.8,187.6,1.0916845,-0.091684416,0.47808358
31,864,true,8042,8093,204.8,187.6,1.0916845,-0.091684416,0.47808358
32,895,true,8023,8111,204.8,188,1.0893617,-0.08936172,0.47861508
33,927,true,8054,8087,205.2,188,1.0914893,-0.091489345,0.47812817
34,943,true,8048,8087,205.2,187.6,1.0938166,-0.09381658,0.47759676
35,974,true,8037,8105,204.8,187.2,1.0940171,-0.094017126,0.477551
36,1006,true,8048,8117,204.8,187.2,1.0940171,-0.094017126,0.477551
37,1038,true,8042,8105,204.8,187.6,1.0916845,-0.091684416,0.47808358
38,1054,true,8048,8081,205.2,187.6,1.0938166,-0.09381658,0.47759676
39,1070,true,8048,8075,205.6,187.6,1.0959488,-0.09594882,0.4771109
40,1101,true,8037,8105,205.6,187.6,1.0959488,-0.09594882,0.4771109
41,1133,true,8054,8099,205.6,187.2,1.0982907,-0.09829065,0.4765784
42,1165,true,8065,8134,206,186.8,1.1027837,-0.10278371,0.4755601
43,1197,true,8042,8099,206.4,186,1.1096774,-0.10967739,0.47400612
44,1228,true,8030,8081,206.4,186,1.1096774,-0.10967739,0.47400612
45,1244,true,8048,8105,206.8,185.6,1.1142241,-0.11422412,0.47298673
46,1260,true,8030,8105,206.8,186,1.111828,-0.11182798,0.47352344
47,1276,true,8042,8087,206.8,185.6,1.1142241,-0.11422412,0.47298673
48,1307,true,8048,8111,206,186,1.1075269,-0.10752688,0.4744898
49,1323,true,8060,8105,206,186.8,1.1027837,-0.10278371,0.4755601
50,1339,true,8042,8105,206,187.6,1.098081,-0.098080985,0.47662604
51,1372,true,8048,8105,206,187.6,1.098081,-0.098080985,0.47662604
52,1402,true,8048,8123,206,187.6,1.098081,-0.098080985,0.47662604
53,1433,true,8037,8099,206,187.6,1.098081,-0.098080985,0.47662604
54,1465,true,8030,8123,205.6,187.6,1.0959488,-0.09594882,0.4771109
