count,timestamp_ms,aoa_valid,pfd_raw,p45_raw,pfwd_filt,p45_filt,coeff,aoa_raw,aoa_filt
0,0,true,8065,8140,25,25,1,0,0.5
1,22,true,8071,8134,28,25,1.12,-0.12,0.4716981
2,38,true,8077,8134,29,23,1.2608696,-0.26086956,0.44230768
3,53,true,8083,8134,31,22,1.4090909,-0.4090909,0.41509435
4,69,true,8083,8134,32.2,21.4,1.504673,-0.50467294,0.39925373
5,85,true,8077,8134,33,21,1.5714285,-0.5714286,0.3888889
6,101,true,8071,8134,33.57143,20.714285,1.6206897,-0.6206898,0.38157895
7,117,true,8071,8134,34,20.5,1.6585366,-0.6585366,0.3761468
8,132,true,8071,8134,33.666668,20.333334,1.6557378,-0.6557377,0.37654322
9,148,true,8071,8134,33.4,20.2,1.6534654,-0.65346533,0.37686566
10,164,true,8071,8140,33.18182,20.09091,1.6515837,-0.65158373,0.37713313
11,180,true,8077,8140,33,20,1.65,-0.65,0.3773585
12,196,true,8077,8140,32.846153,20.384615,1.6113207,-0.61132073,0.38294798
13,212,true,8077,8140,33.142857,20.714285,1.6,-0.6,0.3846154
14,228,true,8083,8140,33.4,21,1.5904763,-0.5904763,0.3860294
15,244,true,8071,8146,34.2,21,1.6285715,-0.62857145,0.38043478
16,260,true,8071,8140,34.6,21,1.647619,-0.64761895,0.37769786
17,275,true,8077,8140,35,21.4,1.635514,-0.635514,0.37943262
18,291,true,8077,8134,35,21.8,1.6055046,-0.60550463,0.3838028
19,307,true,8077,8134,35,22.2,1.5765765,-0.57657653,0.3881119
20,323,true,8071,8129,35,22.2,1.5765765,-0.57657653,0.3881119
21,339,true,8071,8134,35,22.2,1.5765765,-0.57657653,0.3881119
22,355,true,8077,8134,35,22.2,1.5765765,-0.57657653,0.3881119
23,371,true,8071,8140,35,22.2,1.5765765,-0.57657653,0.3881119
24,402,true,8083,8134,35,22.2,1.5765765,-0.57657653,0.3881119
25,418,true,8083,8134,35.4,22.2,1.5945946,-0.5945946,0.38541666
26,434,true,8083,8134,36.2,22.2,1.6306306,-0.6306306,0.380137
27,449,true,8077,8134,37,21.8,1.6972477,-0.69724774,0.37074828
28,465,true,8071,8134,37.4,21.4,1.7476636,-0.7476637,0.36394554
29,481,true,8077,8129,37.4,21,1.7809525,-0.78095245,0.35958904
30,497,true,8071,8134,37.4,20.6,1.815534,-0.815534,0.35517243
31,513,true,8083,8134,37.4,20.2,1.8514851,-0.85148513,0.35069445
32,529,true,8077,8134,37.4,19.8,1.8888891,-0.888889,0.34615383
33,545,true,8077,8134,37.4,19.4,1.9278352,-0.92783517,0.34154928
34,560,true,8071,8134,37.4,19,1.9684211,-0.96842116,0.33687943
35,577,true,8071,8146,37.4,19,1.9684211,-0.96842116,0.33687943
36,593,true,8071,8140,37,19,1.9473684,-0.94736844,0.3392857
37,608,true,8077,8140,36.6,19.4,1.8865979,-0.8865979,0.34642857
38,624,true,8077,8146,36.6,19.8,1.8484849,-0.8484848,0.35106382
39,640,true,8071,8140,36.6,20.2,1.8118811,-0.81188107,0.35563383
40,656,true,8077,8134,36.6,20.6,1.776699,-0.77669895,0.36013988
41,672,true,8077,8134,36.2,21,1.7238096,-0.72380954,0.36713287
42,688,true,8071,8134,35.8,21,1.7047619,-0.70476186,0.3697183
43,704,true,8071,8134,35,21,1.6666666,-0.6666667,0.375
44,720,true,8065,8134,34.6,21,1.647619,-0.64761895,0.37769786
45,736,true,8071,8134,34.2,21,1.6285715,-0.62857145,0.38043478
46,752,true,8077,8140,33.8,21,1.6095238,-0.6095238,0.38321167
47,768,true,8077,8140,33.4,21,1.5904763,-0.5904763,0.3860294
48,783,true,8071,8134,33,21,1.5714285,-0.5714286,0.3888889
