count,timestamp_ms,aoa_valid,pfd_raw,p45_raw,pfwd_filt,p45_filt,coeff,aoa_raw,aoa_filt
0,0,true,8071,8123,31,8,3.875,-2.875,0.20512821
1,21,true,8060,8129,31,11,2.8181818,-1.8181819,0.26190478
2,36,true,8065,8123,29,10,2.9,-1.9,0.25641027
3,52,true,8065,8123,28,9.5,2.9473684,-1.9473684,0.25333333
4,68,true,8060,8129,27.4,9.2,2.978261,-1.978261,0.25136614
5,84,true,8060,8129,26.166666,10,2.6166666,-1.6166666,0.27649772
6,100,true,8060,8134,25.285715,10.571428,2.391892,-1.3918921,0.2948207
7,116,true,8071,8140,24.625,11,2.2386363,-1.2386364,0.30877194
8,132,true,8060,8129,24.11111,11.333333,2.127451,-1.1274511,0.31974924
9,147,true,8065,8129,23.7,11.6,2.0431035,-1.0431035,0.32861188
10,164,true,8065,8140,23.818182,12.272727,1.9407408,-0.9407408,0.34005037
11,179,true,8071,8134,23.916666,12.833333,1.8636364,-0.8636364,0.34920633
12,195,true,8054,8134,24,13.307693,1.8034682,-0.80346817,0.35670102
13,211,true,8060,8134,24.071428,13.714286,1.7552083,-0.7552083,0.36294898
14,227,true,8060,8134,23.8,14.066667,1.691943,-0.6919431,0.3714789
15,244,true,8060,8134,23.066668,14.8,1.5585586,-0.5585586,0.39084506
16,259,true,8060,8134,22.333334,15.133333,1.475771,-0.47577098,0.40391457
17,275,true,8065,8134,22,15.866667,1.3865546,-0.3865546,0.41901407
18,291,true,8060,8140,21.666666,16.6,1.3052208,-0.3052208,0.43379793
19,306,true,8060,8140,21.333334,17.333334,1.2307693,-0.23076922,0.44827586
20,322,true,8060,8134,21.333334,17.666666,1.2075473,-0.20754725,0.45299143
21,338,true,8060,8134,21.333334,18,1.1851852,-0.18518522,0.4576271
22,354,true,8065,8134,21.333334,18.333334,1.1636363,-0.16363636,0.46218488
23,370,true,8065,8134,21.333334,18.666666,1.1428572,-0.14285721,0.46666664
24,386,true,8065,8140,21.666666,19,1.1403508,-0.14035085,0.46721315
25,402,true,8065,8134,21.666666,19,1.1403508,-0.14035085,0.46721315
26,418,true,8060,8140,21.666666,19,1.1403508,-0.14035085,0.46721315
27,433,true,8060,8134,21.666666,19,1.1403508,-0.14035085,0.46721315
28,449,true,8060,8129,21.333334,19,1.122807,-0.12280705,0.47107434
29,465,true,8060,8129,21.333334,19,1.122807,-0.12280705,0.47107434
30,481,true,8065,8134,21.333334,19,1.122807,-0.12280705,0.47107434
31,497,true,8060,8129,21.333334,18.666666,1.1428572,-0.14285721,0.46666664
32,513,true,8060,8129,21.333334,18.333334,1.1636363,-0.16363636,0.46218488
33,528,true,8065,8129,21.333334,18,1.1851852,-0.18518522,0.4576271
34,545,true,8065,8134,21.666666,17.666666,1.2264152,-0.2264151,0.44915253
35,560,true,8060,8129,21.666666,17.333334,1.2499999,-0.24999991,0.44444445
36,576,true,8054,8129,21.666666,17,1.2745098,-0.27450976,0.4396552
37,592,true,8054,8129,21.666666,16.666666,1.3,-0.3,0.4347826
38,608,true,8054,8123,21.266666,16.333334,1.3020407,-0.30204076,0.4343972
39,624,true,8054,8134,20.533333,16,1.2833333,-0.2833333,0.4379562
40,640,true,8054,8129,19.8,15.666667,1.2638297,-0.2638297,0.44172934
41,656,true,8048,8123,19.066668,15.333333,1.2434783,-0.24347834,0.4457364
42,672,true,8060,8129,18.333334,15,1.2222222,-0.22222227,0.44999996
43,687,true,8065,8134,17.933332,14.666667,1.2227272,-0.22272718,0.4498978
44,703,true,8065,8134,17.933332,14.333333,1.2511628,-0.25116277,0.44421488
45,719,true,8060,8134,17.933332,14.333333,1.2511628,-0.25116277,0.44421488
46,735,true,8065,8129,18.266666,14.666667,1.2454545,-0.2454545,0.44534412
47,751,true,8065,8134,18.6,15,1.24,-0.24000002,0.4464286
48,767,true,8065,8134,18.933332,15.333333,1.2347826,-0.23478258,0.4474708
49,782,true,8065,8134,18.933332,15.666667,1.2085105,-0.20851056,0.45279387
50,798,true,8060,8134,19.266666,16,1.2041667,-0.20416665,0.4536862
51,814,true,8060,8134,19.6,16.333334,1.1999999,-0.19999997,0.45454547
52,830,true,8065,8134,19.933332,16.666666,1.196,-0.196,0.4553734
53,846,true,8065,8129,20.666666,17,1.2156862,-0.21568623,0.45132747
54,862,true,8065,8140,21.4,17.333334,1.2346153,-0.23461531,0.4475043
55,878,true,8065,8134,22.133333,17.666666,1.2528303,-0.25283024,0.4438861
56,894,true,8060,8140,22.866667,18,1.2703704,-0.27037036,0.44045675
57,910,true,8071,8134,23.6,18.333334,1.2872727,-0.2872727,0.43720192
58,926,true,8071,8134,24.333334,18.666666,1.3035715,-0.3035715,0.43410853
59,942,true,8065,8129,24.666666,19,1.2982455,-0.29824558,0.43511453
60,957,true,8065,8129,25,19,1.3157895,-0.31578946,0.4318182
61,973,true,8060,8134,25,19,1.3157895,-0.31578946,0.4318182
62,989,true,8060,8134,25,19,1.3157895,-0.31578946,0.4318182
63,1005,true,8065,8134,25,19,1.3157895,-0.31578946,0.4318182
64,1021,true,8060,8134,24.666666,19,1.2982455,-0.29824558,0.43511453
65,1037,true,8060,8134,24.333334,19,1.2807018,-0.2807018,0.4384615
66,1052,true,8065,8134,24,19,1.2631578,-0.2631579,0.44186047
67,1068,true,8065,8129,24,19,1.2631578,-0.2631579,0.44186047
68,1085,true,8065,8129,24,19,1.2631578,-0.2631579,0.44186047
69,1100,true,8060,8134,24,19,1.2631578,-0.2631579,0.44186047
70,1116,true,8060,8129,24,18.666666,1.2857144,-0.28571433,0.4375
71,1132,true,8060,8129,23.666666,18.333334,1.290909,-0.29090902,0.43650794
72,1148,true,8054,8129,23.333334,18,1.2962964,-0.29629633,0.43548384
73,1164,true,8071,8123,23,17.666666,1.3018868,-0.30188683,0.43442625
74,1179,true,8065,8123,22.666666,17.333334,1.3076922,-0.30769223,0.43333334
75,1195,true,8065,8123,22.666666,16.6,1.3654618,-0.36546177,0.42275044
76,1211,true,8060,8134,22.666666,15.866667,1.4285713,-0.42857137,0.4117647
77,1227,true,8054,8123,22.666666,15.133333,1.4977974,-0.49779734,0.40035275
78,1243,true,8060,8123,22.333334,14.4,1.550926,-0.550926,0.3920145
79,1259,true,8060,8129,22.333334,13.666667,1.6341463,-0.63414633,0.37962964
80,1275,true,8060,8134,22.333334,13.333333,1.6750001,-0.6750001,0.37383175
81,1291,true,8065,8134,22.333334,13,1.7179488,-0.7179488,0.3679245
82,1307,true,8060,8129,22,12.666667,1.736842,-0.73684204,0.3653846
83,1322,true,8060,8129,21.666666,12.333333,1.7567568,-0.7567567,0.36274508
84,1338,true,8065,8129,21.333334,12,1.7777778,-0.77777785,0.35999998
85,1354,true,8060,8129,21,12,1.75,-0.75,0.36363637
86,1370,true,8065,8129,21,12,1.75,-0.75,0.36363637
87,1386,true,8065,8129,21.333334,12,1.7777778,-0.77777785,0.35999998
88,1402,true,8065,8134,21.666666,12,1.8055555,-0.8055555,0.35643566
89,1418,true,8060,8134,22,12,1.8333334,-0.8333333,0.3529412
90,1434,true,8054,8140,22,12.733334,1.7277486,-0.72774863,0.3666027
91,1449,true,8060,8140,21.666666,13.466666,1.6089109,-0.6089109,0.3833017
92,1465,true,8054,8134,21.333334,14.2,1.5023475,-0.50234747,0.39962476
93,1481,true,8060,8129,21.333334,14.933333,1.4285715,-0.42857146,0.4117647
94,1497,true,8065,8129,21.333334,15.666667,1.3617021,-0.36170214,0.42342344
95,1513,true,8060,8129,21.333334,15.666667,1.3617021,-0.36170214,0.42342344
96,1529,true,8065,8129,21.333334,15.666667,1.3617021,-0.36170214,0.42342344
97,1545,true,8060,8129,21.333334,15.666667,1.3617021,-0.36170214,0.42342344
98,1560,true,8060,8129,21.333334,15.666667,1.3617021,-0.36170214,0.42342344
