count,timestamp_ms,aoa_valid,pfd_raw,p45_raw,pfwd_filt,p45_filt,coeff,aoa_raw,aoa_filt
0,0,true,8048,8123,8,8,1,0,0.5
1,30,true,8054,8123,11,8,1.375,-0.375,0.42105263
2,47,true,8048,8123,10,8,1.25,-0.25,0.44444445
3,62,true,8048,8123,9.5,8,1.1875,-0.1875,0.45714286
4,79,true,8048,8123,9.2,8,1.15,-0.14999998,0.46511626
5,94,true,8048,8117,9,8,1.125,-0.125,0.47058824
6,110,true,8048,8117,8.857142,8,1.1071428,-0.107142806,0.47457626
7,126,true,8048,8123,8.75,8,1.09375,-0.09375,0.47761193
8,142,true,8048,8123,8.666667,8,1.0833334,-0.08333337,0.47999996
9,158,true,8048,8123,8.6,8,1.075,-0.07500005,0.4819277
10,174,true,8048,8123,8.545455,8,1.0681819,-0.06818187,0.48351645
11,190,true,8054,8123,8.5,8,1.0625,-0.0625,0.4848485
12,206,true,8048,8117,8.461538,8,1.0576923,-0.05769229,0.48598132
13,221,true,8048,8111,8.428572,8,1.0535715,-0.053571463,0.4869565
14,237,true,8048,8117,8.4,7.6,1.1052631,-0.10526312,0.475
15,253,true,8048,8117,8.4,7.2,1.1666666,-0.16666664,0.46153846
16,269,true,8048,8117,8,6.8,1.1764705,-0.17647055,0.45945945
17,285,true,8048,8117,8,6.4,1.25,-0.24999999,0.44444448
18,301,true,8048,8117,8,6,1.3333334,-0.33333334,0.42857143
19,317,true,8048,8117,8,5.6,1.4285715,-0.42857146,0.41176468
20,333,true,8048,8117,8,5.2,1.5384616,-0.53846157,0.39393938
21,348,true,8054,8111,8,4.8,1.6666666,-0.6666666,0.375
22,364,true,8048,8111,8,4.4,1.8181818,-0.81818175,0.35483873
23,380,true,8048,8117,8,4,2,-1,0.33333334
24,396,true,8048,8123,8,3.6,2.2222223,-1.2222223,0.31034482
25,412,true,8048,8123,8,3.2,2.5,-1.5,0.2857143
26,428,true,8048,8117,8,2.8,2.857143,-1.8571428,0.25925925
27,444,true,8048,8123,8,2.8,2.857143,-1.8571428,0.25925925
28,460,true,8048,8117,8,2.8,2.857143,-1.8571428,0.25925925
