count,timestamp_ms,aoa_valid,pfd_raw,p45_raw,pfwd_filt,p45_filt,coeff,aoa_raw,aoa_filt
0,0,true,8048,8123,8,8,1,0,0.5
1,21,true,8048,8123,8,8,1,0,0.5
2,37,true,8048,8123,8,8,1,0,0.5
3,53,true,8042,8123,8,8,1,0,0.5
4,69,true,8042,8123,8,8,1,0,0.5
5,85,true,8048,8123,8,8,1,0,0.5
6,101,true,8042,8123,7.142857,8,0.89285713,0.107142866,0.5283019
7,117,true,8048,8123,6.5,8,0.8125,0.1875,0.55172414
8,133,true,8048,8129,6.6666665,8,0.8333333,0.16666669,0.54545456
9,149,true,8054,8129,6.8,8,0.85,0.14999998,0.5405405
10,165,true,8048,8123,6.909091,8,0.8636364,0.13636363,0.5365854
11,181,true,8048,8123,7,8,0.875,0.125,0.53333336
12,197,true,8048,8123,7.076923,8,0.88461536,0.11538464,0.53061223
13,213,true,8042,8123,7.142857,8,0.89285713,0.107142866,0.5283019
14,229,true,8048,8123,7.2,8,0.9,0.100000024,0.5263158
15,245,true,8048,8123,7.2,8,0.9,0.100000024,0.5263158
16,261,true,8048,8123,7.2,8,0.9,0.100000024,0.5263158
17,277,true,8048,8123,7.2,8,0.9,0.100000024,0.5263158
18,292,true,8042,8123,7.2,8,0.9,0.100000024,0.5263158
19,308,true,8048,8123,7.2,8,0.9,0.100000024,0.5263158
20,324,true,8048,8129,7.2,8,0.9,0.100000024,0.5263158
21,340,true,8048,8123,7.6,8,0.95,0.050000012,0.5128205
22,356,true,8054,8123,8,8,1,0,0.5
23,372,true,8048,8123,8,8,1,0,0.5
24,388,true,8048,8117,8,8,1,0,0.5
25,404,true,8048,8123,8,8,1,0,0.5
26,419,true,8048,8123,8,8,1,0,0.5
27,435,true,8048,8123,8,8,1,0,0.5
28,451,true,8048,8123,8,8,1,0,0.5
29,467,true,8042,8129,8,8,1,0,0.5
30,482,true,8048,8129,8,8,1,0,0.5
31,499,true,8048,8129,8,8.4,0.952381,0.047619004,0.5121951
32,514,true,8048,8129,8,8.8,0.9090909,0.09090911,0.52380955
33,530,true,8048,8129,8,9.2,0.86956525,0.13043477,0.5348837
34,546,true,8048,8123,8,9.6,0.8333333,0.1666667,0.54545456
35,562,true,8042,8129,8,10,0.8,0.2,0.5555556
36,578,true,8048,8123,8,10.4,0.7692308,0.2307692,0.5652174
37,594,true,8048,8129,8,10.8,0.7407407,0.25925928,0.57446814
38,610,true,8048,8134,8,11.2,0.71428573,0.28571427,0.5833333
39,626,true,8048,8123,8,11.6,0.6896551,0.31034485,0.59183675
40,641,true,8048,8123,8,11.6,0.6896551,0.31034485,0.59183675
41,657,true,8042,8123,8,11.6,0.6896551,0.31034485,0.59183675
42,673,true,8048,8123,8,11.6,0.6896551,0.31034485,0.59183675
43,689,true,8048,8134,8,11.6,0.6896551,0.31034485,0.59183675
44,705,true,8042,8123,8,11.6,0.6896551,0.31034485,0.59183675
45,721,true,8048,8123,8,11.6,0.6896551,0.31034485,0.59183675
46,737,true,8042,8123,8,11.2,0.71428573,0.28571427,0.5833333
47,753,true,8042,8129,7.6,10.8,0.7037037,0.29629633,0.58695656
48,768,true,8048,8123,7.2,10.4,0.6923077,0.3076923,0.5909091
49,784,true,8054,8123,7.2,10,0.71999997,0.28000003,0.5813953
50,800,true,8048,8123,7.2,9.6,0.74999994,0.25000006,0.5714286
51,816,true,8054,8123,7.2,9.2,0.7826087,0.21739131,0.5609756
52,832,true,8048,8123,7.2,8.8,0.81818175,0.18181822,0.55
53,848,true,8042,8129,7.2,8.4,0.85714287,0.14285712,0.5384615
54,863,true,8048,8129,7.2,8,0.9,0.100000024,0.5263158
55,879,true,8048,8123,7.2,8,0.9,0.100000024,0.5263158
56,895,true,8048,8123,7.2,8,0.9,0.100000024,0.5263158
57,911,true,8048,8123,7.2,8,0.9,0.100000024,0.5263158
58,927,true,8042,8123,7.2,8,0.9,0.100000024,0.5263158
59,943,true,8042,8123,7.2,8,0.9,0.100000024,0.5263158
60,959,true,8048,8123,7.2,8,0.9,0.100000024,0.5263158
61,975,true,8048,8123,7.2,8,0.9,0.100000024,0.5263158
62,991,true,8048,8123,7.6,8,0.95,0.050000012,0.5128205
63,1007,true,8048,8129,8,8,1,0,0.5
64,1022,true,8048,8123,8,8,1,0,0.5
65,1038,true,8048,8123,8,8,1,0,0.5
66,1054,true,8048,8123,8,8,1,0,0.5
67,1070,true,8042,8134,8,8,1,0,0.5
68,1086,true,8048,8129,8,8,1,0,0.5
69,1102,true,8048,8123,8,8,1,0,0.5
70,1117,true,8048,8129,8,8.4,0.952381,0.047619004,0.5121951
71,1133,true,8048,8123,8,8.8,0.9090909,0.09090911,0.52380955
72,1149,true,8042,8134,8,9.2,0.86956525,0.13043477,0.5348837
73,1165,true,8042,8134,8,9.6,0.8333333,0.1666667,0.54545456
74,1181,true,8048,8129,8,10,0.8,0.2,0.5555556
75,1197,true,8048,8134,8,10.733334,0.7453416,0.2546584,0.57295376
76,1213,true,8048,8140,8,11.466666,0.69767445,0.30232555,0.58904105
77,1228,true,8048,8129,8,12.2,0.6557377,0.34426227,0.60396034
78,1245,true,8048,8123,8,12.6,0.6349206,0.36507937,0.61165047
79,1261,true,8048,8123,8,13,0.61538464,0.3846154,0.61904764
80,1277,true,8048,8129,8,13.4,0.59701496,0.40298507,0.6261682
81,1292,true,8048,8129,8,13.8,0.5797101,0.42028987,0.63302755
82,1309,true,8042,8129,8,14.2,0.5633803,0.4366197,0.6396396
83,1325,true,8048,8123,8,14.6,0.5479452,0.4520548,0.64601773
84,1340,true,8054,8123,8,15,0.53333336,0.46666667,0.65217394
85,1356,true,8048,8123,8,14.6,0.5479452,0.4520548,0.64601773
86,1372,true,8048,8129,8,14.2,0.5633803,0.4366197,0.6396396
87,1387,true,8042,8123,8,13.8,0.5797101,0.42028987,0.63302755
88,1403,true,8042,8123,8,13.4,0.59701496,0.40298507,0.6261682
89,1419,true,8042,8129,7.6,13,0.58461535,0.41538462,0.63106793
90,1435,true,8042,8123,7.2,12.266666,0.5869565,0.41304347,0.63013697
91,1450,true,8048,8123,6.8,11.533334,0.5895954,0.41040462,0.6290909
92,1466,true,8048,8123,6.4,10.8,0.5925926,0.4074074,0.627907
93,1482,true,8048,8123,6.4,10.4,0.61538464,0.38461536,0.61904764
94,1498,true,8048,8129,6.4,10,0.64,0.35999998,0.6097561
95,1514,true,8048,8129,6.4,9.6,0.6666666,0.33333334,0.6
96,1530,true,8048,8123,6.4,9.2,0.6956522,0.3043478,0.58974355
97,1545,true,8048,8123,6.4,8.8,0.72727275,0.27272728,0.57894737
98,1561,true,8042,8123,6.4,8.4,0.76190484,0.2380952,0.5675676
99,1577,true,8042,8129,6.4,8,0.8,0.19999999,0.5555556
100,1593,true,8048,8123,6.4,8,0.8,0.19999999,0.5555556
101,1609,true,8048,8123,6.4,8,0.8,0.19999999,0.5555556
